audio_name,a,v,"start, end time",time
Ses22_2009_01_06_12_41_42_User_HeadMounted_Prudence_008.wav,-0.1638866811990738,0.033930160105228424,"(160.29, 242.74)",82.45000000000002
Ses49_2009_01_28_15_35_20_User_HeadMounted_Obadiah_004.wav,-0.5235636830329895,-0.6113793849945068,"(50.65, 125.51)",74.86000000000001
Ses49_2009_01_28_15_35_20_User_HeadMounted_Obadiah_011.wav,-0.4594590365886688,-0.5380462408065796,"(280.24, 352.34)",72.09999999999997
Ses49_2009_01_28_15_35_20_User_HeadMounted_Obadiah_016.wav,-0.4620163142681122,-0.7622429728507996,"(390.22, 458.5)",68.27999999999997
Ses22_2009_01_06_12_41_42_User_HeadMounted_Prudence_010.wav,-0.19777122139930725,0.10681220144033432,"(256.01, 321.55)",65.54000000000002
Ses22_2009_01_06_12_41_42_User_HeadMounted_Prudence_003.wav,-0.19084784388542175,0.07669346779584885,"(29.87, 95.03)",65.16
Ses40_2009_05_15_15_04_29_User_HeadMounted_Spike_008.wav,-0.05797579512000084,-0.17633336782455444,"(57.63, 119.66)",62.029999999999994
Ses49_2009_01_28_15_35_20_User_HeadMounted_Obadiah_009.wav,-0.5126908421516418,-0.6501337289810181,"(202.79, 263.1)",60.31000000000003
Ses30_2009_01_30_12_00_35_User_HeadMounted_Obadiah_018.wav,-0.3450808525085449,-0.5047417283058167,"(146.33, 203.51)",57.17999999999998
Ses40_2009_05_15_15_04_29_User_HeadMounted_Spike_013.wav,-0.1848299354314804,-0.24560150504112244,"(183.22, 239.19)",55.97
Ses78_2009_05_25_11_23_09_User_HeadMounted_Spike_008.wav,0.09262260794639587,-0.14424607157707214,"(29.89, 79.56)",49.67
Ses4_2008_12_05_16_03_15_User_HeadMounted_Prudence_014.wav,0.29131749272346497,0.24614408612251282,"(164.73, 214.11)",49.380000000000024
Ses48_2009_01_28_15_35_20_User_HeadMounted_Poppy_008.wav,0.03691454976797104,-0.08718792349100113,"(93.72, 141.39)",47.66999999999999
Ses21_2009_01_06_12_41_42_User_HeadMounted_Poppy_008.wav,-0.11054564267396927,0.3128257691860199,"(51.73, 98.11)",46.38
Ses10_2008_12_14_14_47_07_User_HeadMounted_Prudence_003.wav,0.1413213610649109,-0.0240059532225132,"(14.49, 59.84)",45.35
Ses42_2009_05_15_15_04_29_User_HeadMounted_Prudence_031.wav,-0.10129855573177338,0.14481423795223236,"(257.05, 300.5)",43.44999999999999
Ses14_2008_12_19_11_03_11_User_HeadMounted_Prudence_009.wav,0.10528615862131119,-0.014880183152854443,"(146.08, 187.44)",41.359999999999985
Ses16_2008_12_19_11_03_11_User_HeadMounted_Poppy_006.wav,-0.05157908424735069,0.3204747140407562,"(67.05, 108.13)",41.08
Ses42_2009_05_15_15_04_29_User_HeadMounted_Prudence_023.wav,-0.12923084199428558,-0.02773476392030716,"(161.03, 198.58)",37.55000000000001
Ses4_2008_12_05_16_03_15_User_HeadMounted_Prudence_003.wav,0.2764754593372345,0.08406224101781845,"(12.16, 48.2)",36.040000000000006
Ses49_2009_01_28_15_35_20_User_HeadMounted_Obadiah_006.wav,-0.5473065376281738,-0.7178619503974915,"(144.09, 179.8)",35.71000000000001
Ses10_2008_12_14_14_47_07_User_HeadMounted_Prudence_014.wav,0.17342691123485565,-0.26346421241760254,"(166.55, 201.38)",34.829999999999984
Ses43_2009_05_15_15_04_29_User_HeadMounted_Obadiah_015.wav,-0.17810483276844025,0.15757408738136292,"(127.21, 161.57)",34.36
Ses54_2009_05_12_15_02_01_User_HeadMounted_Obadiah_001.wav,-0.08117920160293579,-0.1057930514216423,"(34.87, 68.91)",34.04
Ses53_2009_05_12_15_02_01_User_HeadMounted_Prudence_008.wav,0.12251661717891693,-0.1578783243894577,"(73.96, 107.54)",33.58000000000001
Ses59_2009_05_08_11_28_48_User_HeadMounted_Spike_050.wav,0.087381511926651,-0.38680991530418396,"(477.49, 510.25)",32.75999999999999
Ses5_2008_12_05_16_03_15_User_HeadMounted_Obadiah_008.wav,0.0415915846824646,-0.19955551624298096,"(99.04, 131.48)",32.43999999999998
Ses78_2009_05_25_11_23_09_User_HeadMounted_Spike_016.wav,0.13473153114318848,-0.35839882493019104,"(131.33, 163.73)",32.39999999999998
Ses48_2009_01_28_15_35_20_User_HeadMounted_Poppy_005.wav,-0.007336974143981934,0.01468658447265625,"(45.23, 77.1)",31.869999999999997
Ses52_2009_05_12_15_02_01_User_HeadMounted_Spike_019.wav,0.4380166530609131,-0.5981655120849609,"(206.29, 238.13)",31.840000000000003
Ses70_2009_05_22_15_17_45_User_HeadMounted_Prudence_020.wav,-0.10595949739217758,0.13917887210845947,"(130.18, 161.9)",31.72
Ses41_2009_05_15_15_04_29_User_HeadMounted_Poppy_013.wav,0.012107176706194878,0.27183613181114197,"(94.77, 126.13)",31.36
Ses8_2008_12_14_14_47_07_User_HeadMounted_Obadiah_011.wav,-0.0323537215590477,-0.3425905704498291,"(75.44, 106.63)",31.189999999999998
Ses11_2008_12_14_14_47_07_User_HeadMounted_Poppy_016.wav,0.24676387012004852,0.28312060236930847,"(139.97, 170.94)",30.97
Ses85_2009_05_26_10_19_53_User_HeadMounted_Prudence_012.wav,-0.2720814347267151,0.02973688766360283,"(42.11, 72.79)",30.680000000000007
Ses77_2009_05_25_11_23_09_User_HeadMounted_Prudence_005.wav,-0.14062021672725677,0.29533931612968445,"(30.68, 61.35)",30.67
Ses46_2009_01_28_15_35_20_User_HeadMounted_Prudence_006.wav,0.2604494094848633,-0.5945354104042053,"(79.96, 110.41)",30.450000000000003
Ses41_2009_05_15_15_04_29_User_HeadMounted_Poppy_009.wav,-0.09865862876176834,0.2730597257614136,"(41.81, 72.19)",30.379999999999995
Ses10_2008_12_14_14_47_07_User_HeadMounted_Prudence_017.wav,0.315401166677475,0.20714275538921356,"(236.48, 266.6)",30.120000000000033
